level;position;tech_stack;experience;gender;company;company_size;work_type;city;currency;salary;raise_period
Junior;Mobile Application Developer (Android);Kotlin;1 - 3 Yýl;Erkek;Banka;101 - 249 Kiþi;Remote;Tokat;? - Türk Lirasý;51.000 - 51.999;3
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Fintech;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;2
Senior;Project Manager;Java;7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Embedded Software Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Middle;Embedded Software Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;85.000 - 89.999;2
Senior;Team / Tech Lead;"Java;.Net";7 - 10 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;100.000 - 104.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Banka;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;1
Senior;Team / Tech Lead;"Java;JavaScript | Html | Css";3 - 5 Yýl;Kadýn;Banka;101 - 249 Kiþi;Hibrit (Ofis + Remote);* ABD;$ - Dolar;15.000 - 15.999;2
Junior;Back-end Developer;"Java;Go";1 - 3 Yýl;Erkek;E-Ticaret;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;65.000 - 65.999;2
Junior;Data engineer;"Python;Sql, plsql";0 - 1 Yýl;Kadýn;Havacýlýk;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;58.000 - 58.999;1
Senior;Full Stack Developer;".Net;Python;Angular";10 - 12 Yýl;Erkek;Banka;250+;Remote;Bursa;? - Türk Lirasý;110.000 - 114.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;React";10 - 12 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;80.000 - 84.999;2
Junior;Full Stack Developer;"NodeJS;React;React Native";0 - 1 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Balýkesir;? - Türk Lirasý;55.000 - 55.999;1
Middle;DevOps Engineer;Python;1 - 3 Yýl;Erkek;Startup;51 - 100 Kiþi;Hibrit (Ofis + Remote);* Almanya;€ - Euro;3.000 - 3.999;1
Senior;Back-end Developer;Go;10 - 12 Yýl;Erkek;E-Ticaret;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Senior;Software Development Manager / Engineering Manager;".Net;C / C++;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Software Development Manager / Engineering Manager;.Net;12 - 14 Yýl;Erkek;Fintech;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;170.000 - 174.999;1
Junior;Business Analyst;SQL;1 - 3 Yýl;Kadýn;Yazýlým Evi & Danýþmanlýk;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;26.000 - 26.999;2
Senior;Back-end Developer;"Php;NodeJS;Python";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;7.000 - 7.999;1
Senior;Embedded Software Developer;C / C++;7 - 10 Yýl;Erkek;Kurumsal;250+;Þu an remote ama hibrite döneceðiz.;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Software Development Manager / Engineering Manager;"Java;.Net;Python;C / C++;JavaScript | Html | Css";7 - 10 Yýl;Erkek;Savunma Sanayi;21 - 50 Kiþi;Ofis;Ankara;? - Türk Lirasý;120.000 - 124.999;2
Senior;Team / Tech Lead;Java;12 - 14 Yýl;Erkek;Outsource;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;65.000 - 65.999;2
Junior;Back-end Developer;"Java;JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Belçika;€ - Euro;4.000 - 4.999;1
Senior;Project Manager;"NodeJS;React Native";5 - 7 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;* Almanya;€ - Euro;5.000 - 5.999;1
Senior;Back-end Developer;Php;5 - 7 Yýl;Erkek;Fintech;101 - 249 Kiþi;Remote;Ýzmir;? - Türk Lirasý;45.000 - 45.999;1
Middle;Full Stack Developer;".Net;Php;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Ofis;* KKTC;? - Türk Lirasý;90.000 - 94.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Dijital / Reklam Ajansý;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Software Architect;.Net;15 Yýl ve üzeri;Erkek;Outsource;250+;Þu an remote ama hibrite döneceðiz.;Ýstanbul;? - Türk Lirasý;175.000 - 179.999;2
Junior;Full Stack Developer;".Net;JavaScript | Html | Css;React";1 - 3 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;63.000 - 63.999;1
Senior;Software Development Manager / Engineering Manager;C / C++;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;140.000 - 144.999;2
Senior;Full Stack Developer;"Java;JavaScript | Html | Css;React";7 - 10 Yýl;Kadýn;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;Software Architect;"Java;C / C++";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;200.000+;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Kadýn;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;52.000 - 52.999;2
Middle;SAP/ABAP Developer & Consultant;ABAP;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;34.000 - 34.999;2
Senior;Embedded Software Developer;Plc programlama;5 - 7 Yýl;Erkek;Kobi;21 - 50 Kiþi;Ofis;* Ýrlanda;€ - Euro;4.000 - 4.999;1
Junior;Mobile Application Developer (iOS);Swift;0 - 1 Yýl;Erkek;Kurumsal;250+;Remote;Bursa;? - Türk Lirasý;35.000 - 35.999;2
Middle;Full Stack Developer;"NodeJS;Angular";3 - 5 Yýl;Erkek;Startup;6 - 10 Kiþi;Remote;Ankara;? - Türk Lirasý;65.000 - 65.999;2
Middle;Back-end Developer;"Java;NodeJS;Angular";3 - 5 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ankara;? - Türk Lirasý;68.000 - 68.999;2
Senior;Team / Tech Lead;".Net;Go;";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;170.000 - 174.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;SQL";3 - 5 Yýl;Erkek;E-Ticaret;51 - 100 Kiþi;Ofis;Bursa;? - Türk Lirasý;55.000 - 55.999;1
Senior;Front-end Developer;"JavaScript | Html | Css;Vue";7 - 10 Yýl;Erkek;Startup;250+;Remote;Türkiye;$ - Dolar;5.000 - 5.999;1
Senior;Full Stack Developer;"Java;JavaScript | Html | Css;Angular";10 - 12 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;6 - 10 Kiþi;Hibrit (Ofis + Remote);Düzce;? - Türk Lirasý;43.000 - 43.999;1
Senior;Back-end Developer;"Java;Go;Python;JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Balýkesir;? - Türk Lirasý;110.000 - 114.999;2
Senior;Team / Tech Lead;.Net;10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;95.000 - 99.999;1
Senior;Team / Tech Lead;"Java;Pl1";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;150.000 - 154.999;2
Senior;Full Stack Developer;"NodeJS;Python;Kotlin;JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;105.000 - 109.999;1
Senior;Software Architect;".Net;JavaScript | Html | Css;React";12 - 14 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;1
Junior;System Admin & Engineer;Kullanmýyorum;0 - 1 Yýl;Erkek;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;45.000 - 45.999;2
Senior;Front-end Developer;"JavaScript | Html | Css;React";10 - 12 Yýl;Erkek;Startup;250+;Remote;Ýzmir;$ - Dolar;8.000 - 8.999;1
Senior;Product Manager;React;7 - 10 Yýl;Erkek;Startup;51 - 100 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;120.000 - 124.999;2
Senior;Full Stack Developer;Java;7 - 10 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;95.000 - 99.999;1
Senior;Embedded Software Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;110.000 - 114.999;2
Junior;Full Stack Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;59.000 - 59.999;2
Senior;Mobile Application Developer (Full Stack);Flutter;3 - 5 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Remote;Zonguldak;? - Türk Lirasý;25.000 - 25.999;1
Junior;Back-end Developer;"NodeJS;Python;JavaScript | Html | Css;React;Vue";1 - 3 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Senior;Mobile Application Developer (iOS);"Swift;Objective C";3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;100.000 - 104.999;2
Senior;Full Stack Developer;"NodeJS;Go;Python;React";7 - 10 Yýl;Erkek;E-Ticaret;250+;Remote;* Almanya;€ - Euro;5.000 - 5.999;1
Senior;Back-end Developer;"Java;Python";7 - 10 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;115.000 - 119.999;2
Senior;Full Stack Developer;".Net;Angular";10 - 12 Yýl;Kadýn;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;Team / Tech Lead;".Net;JavaScript | Html | Css;React;Vue";10 - 12 Yýl;Erkek;E-Ticaret;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýzmir;€ - Euro;3.000 - 3.999;1
Senior;Back-end Developer;.Net;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;200.000+;2
Senior;Back-end Developer;Java;10 - 12 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Senior;Full Stack Developer;.Net;15 Yýl ve üzeri;Erkek;Üretim;250+;Ofis;Hatay;? - Türk Lirasý;55.000 - 55.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;2
Junior;Back-end Developer;".Net;Angular";1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;30.000 - 30.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";12 - 14 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;5.000 - 5.999;2
Senior;Embedded Software Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Kocaeli;? - Türk Lirasý;67.000 - 67.999;1
Senior;Full Stack Developer;"Java;Php;NodeJS;Kotlin;JavaScript | Html | Css;React;Angular;React Native";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;4
Middle;Back-end Developer;"Java;.Net;Pl-sql ";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;53.000 - 53.999;2
Senior;Team / Tech Lead;"NodeJS;JavaScript | Html | Css;React;Vue";12 - 14 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ýstanbul;€ - Euro;3.000 - 3.999;1
Junior;QA / Manuel Test;/;1 - 3 Yýl;Kadýn;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;49.000 - 49.999;2
Senior;Front-end Developer;"NodeJS;React";12 - 14 Yýl;Erkek;Startup;250+;Remote;* Almanya;€ - Euro;5.000 - 5.999;1
Middle;Full Stack Developer;"Php;Go;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Siber Güvenlik;6 - 10 Kiþi;Ofis;Ýzmir;? - Türk Lirasý;50.000 - 50.999;2
Junior;Game Developer;Unity;1 - 3 Yýl;Erkek;Oyun;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;29.000 - 29.999;1
Senior;Back-end Developer;"Php;Go;Python";12 - 14 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Senior;Data Analyst;Sap;7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;105.000 - 109.999;2
Senior;Full Stack Developer;"Php;Vue";10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Senior;Product Manager;".Net;Angular;Flutter";15 Yýl ve üzeri;Erkek;Startup;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;105.000 - 109.999;1
Middle;Back-end Developer;Java;7 - 10 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;70.000 - 70.999;2
Junior;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Kadýn;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;40.000 - 40.999;2
Senior;Team / Tech Lead;".Net;NodeJS;React";15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Full Stack Developer;"Java;NodeJS;Mainframe";7 - 10 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;115.000 - 119.999;2
Middle;Embedded Software Developer;Unity;1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;66.000 - 66.999;2
Junior;Bussines Intelligence;Qlik Sense ;1 - 3 Yýl;Erkek;Outsource;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;19.000 - 19.999;3
Senior;Team / Tech Lead;".Net;JavaScript | Html | Css";12 - 14 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;1
Senior;Mobile Application Developer (iOS);Swift;3 - 5 Yýl;Erkek;Startup;101 - 249 Kiþi;Ofis;Ankara;? - Türk Lirasý;100.000 - 104.999;2
Senior;Product Owner;"Kotlin;Swift;Angular";7 - 10 Yýl;Kadýn;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;74.000 - 74.999;2
Senior;Team / Tech Lead;".Net;C / C++;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;50.000 - 50.999;1
Junior;Mobile Application Developer (Full Stack);"Java;Swift";1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;35.000 - 35.999;1
Senior;Data Scientist;Python;10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;* Almanya;$ - Dolar;8.000 - 8.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;57.000 - 57.999;2
Senior;Full Stack Developer;"Php;NodeJS;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;Flutter";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;Vue";3 - 5 Yýl;Erkek;E-Ticaret;6 - 10 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;70.000 - 70.999;2
Senior;CTO;"NodeJS;JavaScript | Html | Css;Vue";15 Yýl ve üzeri;Erkek;Startup;51 - 100 Kiþi;Remote;Antalya;$ - Dolar;16.000 - 16.999;1
Senior;Director of Software Development;".Net;Python;Kotlin;Swift;JavaScript | Html | Css;React;Angular;Flutter";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;185.000 - 189.999;2
Senior;Full Stack Developer;"Java;Php;JavaScript | Html | Css;Vue;Angular";10 - 12 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ankara;£ - Sterlin;2.000 - 2.999;2
Senior;Back-end Developer;"Java;.Net;C / C++";5 - 7 Yýl;Erkek;Banka;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Full Stack Developer;".Net;Vue";12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;75.000 - 79.999;2
Senior;Software Development Manager / Engineering Manager;.Net;15 Yýl ve üzeri;Kadýn;Kurumsal;250+;Remote;* Hollanda;? - Türk Lirasý;105.000 - 109.999;1
Senior;Back-end Developer;Java;5 - 7 Yýl;Kadýn;E-Ticaret;250+;Remote;Ankara;? - Türk Lirasý;42.000 - 42.999;2
Middle;Full Stack Developer;"JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;$ - Dolar;5.000 - 5.999;1
Middle;Software Architect;"NodeJS;JavaScript | Html | Css;React;Vue;React Native";12 - 14 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýstanbul;? - Türk Lirasý;110.000 - 114.999;3
Senior;Software Architect;"Java;.Net;JavaScript | Html | Css";10 - 12 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Antalya;? - Türk Lirasý;150.000 - 154.999;2
Senior;Front-end Developer;React;7 - 10 Yýl;Erkek;Startup;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;60.000 - 60.999;2
Senior;Director of Software Development;".Net;Angular";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;170.000 - 174.999;1
Senior;SAP/ABAP Developer & Consultant;Abap;12 - 14 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Kýrklareli;? - Türk Lirasý;90.000 - 94.999;1
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;30.000 - 30.999;2
Junior;Full Stack Developer;"Java;.Net;NodeJS;Objective C;Angular;Flutter";15 Yýl ve üzeri;Erkek;E-Ticaret;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;£ - Sterlin;10.000 - 10.999;4
Senior;Product Owner;Jira, Azure Devops;7 - 10 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Senior;Full Stack Developer;"NodeJS;Go;JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ankara;£ - Sterlin;3.000 - 3.999;1
Junior;Data Scientist;"Python;C / C++;MatLab";1 - 3 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ankara;? - Türk Lirasý;60.000 - 60.999;1
Middle;Front-end Developer;"NodeJS;JavaScript | Html | Css;React;Vue;React Native";3 - 5 Yýl;Erkek;E-Ticaret;250+;Remote;Ankara;? - Türk Lirasý;120.000 - 124.999;2
Middle;Back-end Developer;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;42.000 - 42.999;2
Senior;Full Stack Developer;".Net;NodeJS;Vue";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Trabzon;? - Türk Lirasý;90.000 - 94.999;2
Senior;Back-end Developer;"Php;JavaScript | Html | Css";10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Team / Tech Lead;.Net;10 - 12 Yýl;Erkek;Kurumsal;250+;Remote;Çanakkale;? - Türk Lirasý;120.000 - 124.999;1
Senior;Full Stack Developer;".Net;NodeJS;Go;Python;JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Bursa;? - Türk Lirasý;80.000 - 84.999;1
Senior;Team / Tech Lead;Java;10 - 12 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;€ - Euro;2.000 - 2.999;1
Middle;QA / Manuel Test;Java;1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýstanbul;? - Türk Lirasý;35.000 - 35.999;1
Middle;Front-end Developer;".Net;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;32.000 - 32.999;2
Senior;Team / Tech Lead;"Java;Php;Go;Python;React;Vue";10 - 12 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;125.000 - 129.999;2
Junior;Front-end Developer;"JavaScript | Html | Css;React;Vue";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;20.000 - 20.999;1
Senior;Software Development Manager / Engineering Manager;"Java;Python";12 - 14 Yýl;Erkek;E-Ticaret;250+;Þu an hibrit ama ofise döneceðiz.;Ýstanbul;? - Türk Lirasý;130.000 - 134.999;2
Middle;Mobile Application Developer (Android);"Java;Kotlin";3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;64.000 - 64.999;2
Junior;Embedded Software Developer;"Php;C / C++";0 - 1 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Ofis;Ankara;? - Türk Lirasý;42.000 - 42.999;2
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;React;Vue";12 - 14 Yýl;Erkek;Oyun;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;70.000 - 70.999;2
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;React";15 Yýl ve üzeri;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;85.000 - 89.999;1
Senior;Software Development Manager / Engineering Manager;.Net;15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;140.000 - 144.999;2
Junior;Full Stack Developer;".Net;JavaScript | Html | Css";1 - 3 Yýl;Kadýn;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;34.000 - 34.999;2
Senior;Embedded Software Developer;C / C++;10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Þu an remote ama hibrite döneceðiz.;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;1
Middle;Mobile Application Developer (iOS);"Swift;Objective C";3 - 5 Yýl;Erkek;E-Ticaret;250+;Remote;* Ýngiltere;£ - Sterlin;3.000 - 3.999;1
Senior;Full Stack Developer;.Net;15 Yýl ve üzeri;Erkek;Kurumsal;1 - 5 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Mobile Application Developer (Full Stack);React Native;7 - 10 Yýl;Erkek;E-Ticaret;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Senior;Back-end Developer;"Java;.Net;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Middle;Front-end Developer;"JavaScript | Html | Css;React;Vue;Svelte";1 - 3 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;* ABD;$ - Dolar;4.000 - 4.999;1
Senior;Full Stack Developer;".Net;Angular;GIS";7 - 10 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;80.000 - 84.999;2
Middle;Front-end Developer;"NodeJS;JavaScript | Html | Css;React;Vue";3 - 5 Yýl;Erkek;fintech;21 - 50 Kiþi;Remote;Kocaeli;$ - Dolar;3.000 - 3.999;2
Junior;DevOps Engineer;"Php;NodeJS;Go;Python;JavaScript | Html | Css;React";0 - 1 Yýl;Erkek;Startup;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;30.000 - 30.999;1
Senior;Mobile Application Developer (Full Stack);"Php;React;React Native";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Ofis;* KKTC;? - Türk Lirasý;53.000 - 53.999;2
Senior;Back-end Developer;"Go;Python";7 - 10 Yýl;Erkek;Startup;101 - 249 Kiþi;Remote;* Almanya;€ - Euro;3.000 - 3.999;1
Senior;Front-end Developer;"React;React Native";10 - 12 Yýl;Erkek;Startup;1 - 5 Kiþi;Remote;Ýstanbul;£ - Sterlin;140.000 - 144.999;1
Senior;Front-end Developer;"NodeJS;JavaScript | Html | Css;Vue";15 Yýl ve üzeri;Erkek;Oyun;250+;Hibrit (Ofis + Remote);* Almanya;€ - Euro;3.000 - 3.999;1
Senior;Mobile Application Developer (Android);"Java;Kotlin";5 - 7 Yýl;Erkek;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Middle;Full Stack Developer;"Php;NodeJS;Python;JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;* Almanya;€ - Euro;3.000 - 3.999;1
Junior;Full Stack Developer;".Net;NodeJS;Python;JavaScript | Html | Css;React;Vue";1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;38.000 - 38.999;1
